ID,predict
7862,0.49696324955744015
2696,0.6848676133880707
851,0.6760581215670419
5922,0.4990606075122429
8613,0.4980569549055001
6078,0.49795776935495384
8704,0.4990606075122429
10918,0.5002215658170367
8174,0.4990606075122429
1243,0.6745712448183687
10096,0.4985942912637081
8055,0.4990606075122429
2350,0.676520683593629
10897,0.4990606075122429
6945,0.49851691651131397
9164,0.49967787163099564
6705,0.497808253247039
8060,0.4974295537091235
10047,0.4990606075122429
9803,0.4990606075122429
9809,0.4990606075122429
1384,0.6736560582781485
7194,0.49967787163099564
10839,0.4991379826592548
4943,0.4991379826592548
2951,0.5024920060097305
2686,0.6839414955975451
6358,0.4974295537091235
2666,0.6751210727120904
5822,0.49851691651131397
2387,0.6844114192383036
4205,0.49851691651131397
10536,0.4990606075122429
4232,0.49851691651131397
3488,0.4991379826592548
1184,0.6744554190141936
7295,0.4990606075122429
5097,0.49684904386090767
6815,0.49668242361144865
9501,0.4991194638703665
1678,0.6839414955975451
11,0.6844114192383036
1283,0.6839414955975451
6578,0.50028042235527
4891,0.4990606075122429
2863,0.6844114192383036
8783,0.4974295537091235
6055,0.4990606075122429
820,0.6839414955975451
10276,0.49684904386090767
484,0.6846019272668376
969,0.6751210727120904
7381,0.4985049933777867
2979,0.6841321563794822
1973,0.6839414955975451
5329,0.49958883343355676
9270,0.49696324955744015
9036,0.49939828720631085
3850,0.4974295537091235
9946,0.500246477243915
4185,0.4974295537091235
9278,0.4990606075122429
1564,0.5120908896618391
7763,0.500246477243915
10446,0.5002215658170367
1961,0.6755978904395264
3666,0.5001325275828838
1711,0.6844114192383036
8011,0.5008663862036696
10043,0.49851691651131397
9357,0.49912225500370394
8187,0.49688587708670134
7980,0.4996631572561446
10495,0.4969501669663797
6646,0.5000008377140818
10907,0.4978446003227391
6801,0.4987374538636735
8239,0.49688587708670134
3558,0.5010139009502783
8351,0.49970278305377547
501,0.501889466851762
7883,0.49851691651131397
3534,0.49994198116120947
10197,0.5002215658170367
4687,0.5001325275828838
956,0.6850579727535908
3307,0.5043781579630391
6198,0.4990606075122429
8002,0.5008663862036696
983,0.5025105243914113
6596,0.49970278305377547
8712,0.4970275395582284
5158,0.5001325275828838
9126,0.49881482879819383
8071,0.49851691651131397
2323,0.5030356835884974
1517,0.6834578173946672
4256,0.49778973476077115
3036,0.6848676133880707
7509,0.5002215658170367
8537,0.4966867156078087
7270,0.5007350778546426
8048,0.500246477243915
3587,0.4987374538636735
10222,0.5008663862036696
275,0.6736560582781485
2053,0.6746276384257401
6552,0.5002215658170367
6197,0.49688587708670134
6824,0.5008663862036696
7423,0.501889466851762
165,0.6746276384257401
6259,0.49860064302307555
6357,0.4971871992385272
5630,0.49749384437461264
5948,0.5032319798056101
4937,0.49773087938865707
10642,0.49684904386090767
5775,0.5003226927808645
5498,0.500246477243915
1436,0.5009437613482397
6811,0.5008663862036696
5207,0.500209902971912
9784,0.4990606075122429
7971,0.49851691651131397
3890,0.49851691651131397
3920,0.503834500442465
8769,0.49630537514796175
5076,0.4990606075122429
843,0.6824975503726043
4720,0.4985942912637081
193,0.6755816554693792
4146,0.5024780414125606
7633,0.5023595911269716
6144,0.4996631572561446
2747,0.5025105243914113
9392,0.4996631572561446
9626,0.49967787163099564
5703,0.4990606075122429
9667,0.5002215658170367
5148,0.4990606075122429
8166,0.4985942912637081
7732,0.49970278305377547
5131,0.49958883343355676
5884,0.4996631572561446
9494,0.4974295537091235
5106,0.49803868013546676
7758,0.5002215658170367
4079,0.5007350778546426
4553,0.500246477243915
10946,0.49967787163099564
443,0.6844114192383036
8399,0.4972645722547938
4932,0.49851691651131397
757,0.5120908896618391
7125,0.49688587708670134
9334,0.4974295537091235
10746,0.5002215658170367
273,0.6844114192383036
2890,0.6824975503726043
2170,0.6844114192383036
911,0.6760581215670419
2776,0.6855269996511065
9575,0.5001325275828838
6379,0.4990606075122429
8459,0.4985942912637081
8145,0.49804868321416906
5617,0.4990606075122429
1229,0.6751210727120904
3942,0.49688587708670134
3336,0.4990606075122429
10082,0.5005445317439112
9153,0.5003226927808645
946,0.6755816554693792
423,0.6844114192383036
10240,0.49688587708670134
5240,0.4990606075122429
4393,0.4990606075122429
4003,0.4991194638703665
3260,0.4990606075122429
5652,0.4990606075122429
10137,0.500246477243915
8393,0.49858236811947654
8012,0.5002215658170367
2347,0.6751210727120904
10040,0.4985942912637081
2148,0.6751106120039697
5408,0.49851691651131397
5169,0.49851691651131397
1806,0.677638731961767
2654,0.6755978904395264
2843,0.6755816554693792
8261,0.49967787163099564
464,0.6841321563794822
1307,0.6839414955975451
1587,0.6760581215670419
6315,0.5002215658170367
5771,0.49967787163099564
5229,0.4969501669663797
3788,0.4996631572561446
6847,0.49851691651131397
9992,0.4985049933777867
2665,0.4988939809879016
8511,0.4990606075122429
6311,0.500246477243915
4798,0.49970278305377547
732,0.6839311859339356
6285,0.5002215658170367
6174,0.4996631572561446
5900,0.4996631572561446
6557,0.49970278305377547
10140,0.49970278305377547
3995,0.49851691651131397
2941,0.6746276384257401
8727,0.4990606075122429
8683,0.49687395431171405
8973,0.4974884087420938
7974,0.4991379826592548
4988,0.500246477243915
5505,0.49802012080076197
3383,0.4991379826592548
3648,0.49851691651131397
7827,0.49851691651131397
1690,0.6755300547188284
9838,0.4974295537091235
3557,0.4990606075122429
8861,0.500246477243915
3967,0.4985942912637081
7839,0.4990606075122429
3271,0.4990606075122429
7053,0.500209902971912
2509,0.6839414955975451
9855,0.49851691651131397
7622,0.5001325275828838
8531,0.49795776935495384
8745,0.49851691651131397
9957,0.500246477243915
10038,0.49851691651131397
8150,0.5007350778546426
1209,0.6839414955975451
5823,0.5001325275828838
5023,0.500246477243915
9720,0.4985942912637081
10062,0.49958883343355676
1657,0.6846019272668376
4489,0.4985942912637081
10535,0.49939828720631085
939,0.6751210727120904
2924,0.6736884489126705
1580,0.6824975503726043
6157,0.4990606075122429
3639,0.49851691651131397
5521,0.4980569549055001
1968,0.6755978904395264
8949,0.49851691651131397
8739,0.5898844611720278
2378,0.6839414955975451
1601,0.6839414955975451
7740,0.49970278305377547
390,0.6839414955975451
4043,0.4990606075122429
9111,0.49851691651131397
5198,0.4985014567301536
3322,0.4991379826592548
6037,0.5008656186424285
4419,0.5001325275828838
1367,0.6760581215670419
9774,0.4990606075122429
6490,0.49970278305377547
1609,0.6839414955975451
4534,0.49776611425205697
6716,0.4990606075122429
9228,0.4990606075122429
4606,0.49958883343355676
692,0.6839414955975451
5271,0.500246477243915
4427,0.49958883343355676
1448,0.5024331508843592
9660,0.5003226927808645
5506,0.49802012080076197
6182,0.4990606075122429
192,0.5025105243914113
1085,0.6839414955975451
4472,0.4990606075122429
5443,0.49778973476077115
8716,0.4990606075122429
3476,0.49688587708670134
1666,0.6844114192383036
1972,0.6844114192383036
5841,0.49775530341434293
10354,0.49851691651131397
9194,0.49967787163099564
9449,0.49967787163099564
907,0.676520683593629
8857,0.49880290562658586
1590,0.6839414955975451
10903,0.4974295537091235
1083,0.6839414955975451
5350,0.4999029982632095
2735,0.6839414955975451
8542,0.49935852117561524
10217,0.5002215658170367
2511,0.675053185240951
10927,0.5002215658170367
6834,0.4990606075122429
9839,0.4990606075122429
7387,0.49934000236186254
1032,0.6824975503726043
4612,0.49851691651131397
9616,0.49851691651131397
9835,0.4990606075122429
1447,0.6760581215670419
10326,0.49851691651131397
10664,0.49967787163099564
2017,0.6839414955975451
1520,0.5126342514752943
6467,0.49688587708670134
8062,0.4974295537091235
3602,0.49947566250630077
6977,0.4966311161530006
1635,0.682585198613075
10513,0.4990606075122429
3795,0.5001325275828838
8729,0.4990606075122429
3421,0.4996631572561446
2381,0.4995150489793716
6527,0.4990606075122429
2118,0.6839414955975451
10695,0.4990606075122429
2415,0.6839414955975451
4781,0.4990606075122429
7068,0.4996631572561446
1881,0.6839414955975451
2994,0.6760581215670419
6360,0.4991194638703665
1311,0.6760581215670419
2466,0.6746334229870882
3046,0.5120908896618391
6711,0.4990606075122429
4586,0.4996662087887175
9484,0.49994198116120947
6707,0.49851691651131397
10916,0.49967787163099564
5438,0.5008469855491219
2037,0.5120908896618391
9068,0.4990606075122429
3664,0.49684904386090767
5966,0.5002215658170367
5883,0.4991194638703665
3610,0.49696324955744015
3316,0.4991379826592548
3785,0.4990606075122429
10694,0.4990606075122429
6416,0.4975069271233793
4350,0.4974295537091235
2104,0.5126342514752943
4822,0.500246477243915
5432,0.4971871992385272
2730,0.6755978904395264
5984,0.4992811459206977
10860,0.5001325275828838
3895,0.4990606075122429
8435,0.4990606075122429
6428,0.4991379826592548
9076,0.49851691651131397
505,0.6839414955975451
4755,0.5014093100201863
10208,0.5003226927808645
5691,0.49851691651131397
4115,0.49851691651131397
7479,0.5002215658170367
3189,0.5001913841297734
4685,0.4990606075122429
6787,0.5001325275828838
3604,0.4996659483968548
7735,0.49967787163099564
6658,0.49688587708670134
6640,0.4991194638703665
3520,0.4990606075122429
9539,0.4990606075122429
8473,0.49851691651131397
9675,0.49912225500370394
6919,0.5008656186424285
7514,0.4980569549055001
2462,0.682529477018299
4952,0.49851691651131397
10487,0.49668242361144865
2780,0.682529477018299
9900,0.49851691651131397
1960,0.6844114192383036
9510,0.49851691651131397
1205,0.6844114192383036
1319,0.6844114192383036
3641,0.5000008377140818
7568,0.5021446305705054
10015,0.4990606075122429
5531,0.4980569549055001
2525,0.6760581215670419
4284,0.49803209202390936
9850,0.49696324955744015
2334,0.6830339668877613
10491,0.4990606075122429
3846,0.4996631572561446
