index,predict
623,0.4918241816667402
1063,0.49611561970138224
735,0.4861337755346851
176,0.4996669067052228
289,0.492847796329598
1815,0.498009093287622
775,0.48586200981795474
614,0.49563344680226396
942,0.4983147549491607
1021,0.4913662962962973
1352,0.48457093701311543
635,0.4924081187094464
1639,0.5114471494262607
1678,0.5162260528724335
1531,0.4915101117578297
209,0.5107884326669184
61,0.491984198101038
786,0.4948723138040158
873,0.48586200981795474
1325,0.49272267284066357
26,0.4990037492988403
1389,0.4955472951088188
750,0.499386917606582
1662,0.4960094081059505
1645,0.49209181738656965
287,0.4943145716005626
1816,0.49621095965332535
307,0.4945650346330833
1883,0.4929188603315793
1647,0.49491885886028153
1597,0.4960790686619936
793,0.4945650346330833
1752,0.49208485976053407
688,0.4893241287800738
1160,0.49429747851290473
1062,0.4922407712644237
1151,0.4996669067052228
240,0.48705968312439357
1846,0.4922407712644237
721,0.49646758292454307
1169,0.5160497283860931
1505,0.4929188603315793
65,0.49058732945308625
664,0.5183074047940343
1222,0.515613468241436
1864,0.48860158295761325
860,0.49646758292454307
975,0.51701291872375
1917,0.4965190735689281
940,0.515335780623203
1675,0.4996669067052228
40,0.5125965586750189
1872,0.4970386335533783
1834,0.48992215741308776
850,0.4915263078497058
1408,0.5001959998668136
157,0.4925056398587074
843,0.49390354818794696
1030,0.49692557771918655
23,0.49577563997295543
202,0.49524658944653493
1022,0.49079568377352684
1264,0.48860158295761325
1604,0.4970386335533783
1276,0.49188178356098755
492,0.4975004625809401
1534,0.4960610488703284
1223,0.4967169267662604
232,0.4968090254481684
622,0.49069238342885596
423,0.5120193573723195
1778,0.4917271521225647
895,0.4912137799031081
246,0.48748516468636205
1193,0.4958085796374427
1378,0.4986231863687637
1691,0.5092945301038424
1144,0.48428834217675754
255,0.5174742846599051
28,0.4907068241368492
1338,0.5162746130561632
1824,0.4917271521225647
1055,0.5106133672274649
781,0.49208485976053407
333,0.5132227522173595
1464,0.48586200981795474
1804,0.4905323814543763
744,0.49300548437149366
1707,0.499386917606582
1493,0.4954396572716628
