enrollee_id,target
7129,0.4956080707741875
31037,0.4960803356436072
22179,0.49827742540691555
29724,0.4965284847017044
17977,0.48996674656709377
30328,0.5066931840981744
9446,0.4891804266647834
13697,0.49309141849606236
1184,0.495135287583332
23961,0.49132103214744655
6678,0.4954856316549295
8036,0.4984450110354198
17965,0.4996803074833531
4072,0.4891571933067301
4227,0.4897960051687797
25537,0.4820519751046162
21570,0.4993029511806294
13081,0.4996803074833531
14738,0.4879048543616054
29682,0.49718525114922296
17682,0.4904365543684589
31754,0.4872005466181536
19571,0.49989876309821896
31449,0.48929374551038307
31499,0.5005339852561405
1875,0.4964153301627634
20322,0.4875028465766673
11012,0.48931937226192607
25952,0.4904205580161655
14563,0.5010412564379757
10374,0.4933614720722762
19570,0.5089085215300473
8630,0.4940282654203787
9722,0.5066931840981744
16493,0.486274459951294
20636,0.4958456872952567
17628,0.4880000208244011
24537,0.48583965232597814
562,0.4859558860566764
388,0.4897893242571726
9615,0.48555775489941033
1024,0.4910744472491315
14795,0.48771337785976693
26122,0.49404066021141607
6476,0.501386474081851
6580,0.5066931840981744
12291,0.49718525114922296
13868,0.49728640147140746
30447,0.49258048960137624
29763,0.48913201801432277
6448,0.49075978117876906
24943,0.4915015769228302
3330,0.4926989647523138
30049,0.49102674526701845
7404,0.49143407872944617
5442,0.49414536789777574
1113,0.4913872449729385
41,0.48759343974998515
22981,0.4890571307727115
24407,0.4925952663552173
8715,0.48684893657706213
16071,0.4985797502626374
28082,0.49521278331958246
1883,0.48870753555909185
11446,0.49994375041031613
30964,0.4956530845096357
8591,0.4878953166934093
11660,0.48873745000858976
31610,0.48890495366678044
27271,0.4889882189104185
10785,0.49414536789777574
18416,0.5056043759615241
2780,0.4895071688735577
10544,0.4994928884325077
19882,0.49503671948361455
554,0.4856748041822108
32205,0.48870753555909185
13718,0.48652237302327445
21846,0.5068639640571444
11572,0.4878734115589466
32481,0.49906132361582173
26408,0.49301746598631596
27461,0.4845060510640553
9916,0.48890495366678044
13553,0.4951506476432126
32214,0.4952049390244294
27643,0.4920674117663352
21357,0.497676661059489
8623,0.4901833044822245
14569,0.5005627350992189
22020,0.49901399192539475
14642,0.48638189515459557
2261,0.49994375041031613
3538,0.4897893242571726
27247,0.48259261669293047
4554,0.5027363034804354
24883,0.4974553647791628
23155,0.4958456872952567
26287,0.49375410116207086
32632,0.48205991777590285
6637,0.4909127416435519
18172,0.48770165881935174
6352,0.4830799988663339
10906,0.4897960051687797
16403,0.5017459128922441
13041,0.4914267867534841
25838,0.4936680439126388
13700,0.48910805781974465
31581,0.4896746586668566
7237,0.49293094497256246
10136,0.4897960051687797
22384,0.4939573882472282
8311,0.4856748041822108
27310,0.5028534206792951
16397,0.488251140728534
30139,0.4800881119671685
12344,0.4904365543684589
9538,0.4892781156959823
19575,0.4886161396049121
10753,0.4901323993845948
23324,0.4822215031201492
9924,0.4879399913050633
14989,0.49269898004818724
31412,0.48954545568234464
16642,0.4996776585336
745,0.48712133753449427
31999,0.49832104827487866
1338,0.4778169138113888
9642,0.500828522101349
16443,0.501447503742514
2831,0.4957824325993469
3746,0.48638302257911264
7845,0.5012035326934284
7238,0.5082686419824229
9901,0.4930778157249693
30971,0.4960963274802622
29529,0.4897960051687797
19445,0.4899858650547756
22721,0.4918674747993562
23315,0.4907817769751642
29639,0.48629649764155397
10832,0.4925400131584321
8709,0.48844897648464525
28858,0.4897960051687797
3695,0.4904365543684589
24402,0.487213586312001
856,0.48911977838916837
20398,0.49821398507262676
21719,0.48476051282327337
19475,0.4893480265698821
11568,0.49718525114922296
25031,0.48640189302458525
21307,0.500894754533951
20816,0.4985557002309429
16425,0.4918666551308986
27349,0.49108940654949707
31918,0.4897960051687797
12078,0.4967727076982964
16906,0.495135287583332
3977,0.48793850283473617
12608,0.49077224344242143
463,0.49474778956464194
27516,0.4984450110354198
30277,0.49159754888369145
8282,0.4896779062211007
8109,0.4885220990981673
1659,0.49121075606649656
21611,0.49150889119422253
14017,0.4895071688735577
3318,0.49414536789777574
6454,0.4893480265698821
