index,predict
623,0.16192857142857148
1063,0.24118650793650787
735,0.10233444333444332
176,0.92
289,0.0
1815,0.75
775,0.02
614,0.22
942,0.10266666666666666
1021,0.008722222222222221
1352,0.0
635,0.030833333333333334
1639,0.99
1678,0.93
1531,0.020952380952380955
209,0.21
61,0.05333333333333333
786,0.07333333333333333
873,0.02
1325,0.46473809523809534
26,0.72
1389,0.9183333333333334
750,0.18888888888888883
1662,0.05
1645,0.03
287,0.15876201576201573
1816,0.02
307,0.05533333333333333
1883,0.5318095238095237
1647,0.15
1597,0.8391666666666667
793,0.30530158730158713
1752,0.13833333333333334
688,0.03
1160,0.29371428571428565
1062,0.36
1151,0.2683333333333333
240,0.01
1846,0.05833333333333333
721,0.5044761904761905
1169,1.0
1505,0.5318095238095237
65,0.25952380952380955
664,1.0
1222,0.94
1864,0.02
860,0.7140000000000001
975,0.99
1917,0.052000000000000005
940,0.8325068542568542
1675,0.92
40,0.9971428571428571
1872,0.05352380952380951
1834,0.0
850,0.0
1408,0.8225
157,0.05800000000000001
843,0.20573015873015868
1030,0.09
23,0.15
202,0.012
1022,0.008333333333333333
1264,0.0
1604,0.05352380952380951
1276,0.45216666666666677
492,0.0705952380952381
1534,0.365
1223,0.7433333333333333
232,0.34185714285714286
622,0.03
423,1.0
1778,0.02333333333333333
895,0.02
246,0.01
1193,0.12375
1378,0.017499999999999998
1691,1.0
1144,0.0
255,1.0
28,0.04
1338,0.99
1824,0.6171428571428571
1055,0.99
781,0.0
333,0.31
1464,0.006666666666666666
1804,0.010666666666666666
744,0.47
1707,0.18888888888888883
1493,0.46266666666666667
1463,0.30530158730158713
955,0.9966666666666667
1708,0.36666666666666664
29,0.07563492063492064
1253,1.0
193,0.03222222222222222
1788,0.1
384,0.35
1860,0.03
1299,0.06085714285714285
631,0.91
1435,0.0
1758,0.10766666666666666
717,0.14409348984348977
350,0.38
388,0.02
1819,0.5461666666666666
316,0.04333333333333333
476,0.69
1929,0.02
1354,0.98
966,0.97
1407,0.22142857142857136
619,0.63
174,0.97
308,0.8056666666666666
1131,0.006666666666666666
